backers_count,final_status,amount,time_period,creation_till_launch,marker
45,1,3000.0,30,1,0
126,0,25000.0,30,1,0
51,0,3500.0,30,1,0
19,0,1000.0,30,1,0
106,1,5000.0,46,13,0
365,1,15000.0,46,1,0
31,1,5000.0,37,13,0
283,1,20000.0,39,1,0
15,0,100000.0,30,1,0
5,0,1300.0,31,1,0
77,0,12000.0,83,1,0
119,0,20000.0,52,0,0
15,1,650.0,15,0,0
22,0,6400.0,46,0,0
19,0,775.0,30,5,0
32,1,1000.0,30,6,0
10,0,1500.0,46,6,0
134,1,4000.0,30,20,0
364,1,7000.0,30,14,0
9,0,2750.0,30,22,0
43,1,18000.0,50,1,0
34,1,1000.0,61,0,0
11,0,1800.0,30,8,0
36,1,2000.0,30,3,0
0,0,10000.0,46,2,0
24,1,3500.0,30,0,0
25,1,1200.0,35,24,0
28,0,11000.0,32,2,0
36,1,5000.0,46,3,0
606,1,33000.0,30,0,0
28,0,2000.0,46,8,0
77,1,2554.1,46,15,0
0,0,1000.0,30,0,0
3,0,16500.0,91,0,0
54,1,6000.0,46,2,0
101,1,3000.0,32,39,0
1,0,5000.0,30,0,0
51,0,5000.0,30,1,0
3,0,5000.0,30,17,0
4,0,5000.0,51,1,0
73,1,4000.0,30,3,0
71,1,2500.0,30,1,0
19,0,7500.0,46,3,0
17,0,2000.0,16,0,0
50,1,3000.0,43,16,0
53,0,2700.0,34,2,0
186,1,5800.0,30,10,0
27,1,5000.0,30,0,0
73,0,4000.0,30,30,0
11,0,400.0,14,1,0
1,0,8650.0,91,2,0
8,0,23000.0,29,1,0
31,1,555.0,15,0,0
35,1,2800.0,34,2,0
18,0,635.0,30,0,0
64,0,2500.0,51,2,0
116,0,11111.11,51,8,0
4,0,30000.0,30,30,0
73,1,2500.0,40,14,0
169,0,25000.0,91,18,0
66,0,3350.0,25,0,0
108,1,4200.0,41,5,0
2,0,3000.0,90,7,0
46,1,500.0,90,1,0
6,0,32000.0,62,17,0
13,0,5500.0,40,5,0
2,0,7500.0,30,1,0
14,0,10000.0,61,1,0
3,0,2500.0,30,13,0
0,0,10000.0,46,0,0
0,0,30000.0,91,0,0
14,0,7000.0,31,19,0
2,0,6000.0,91,0,0
116,1,5000.0,42,20,0
0,0,5000.0,91,6,0
69,1,3000.0,38,5,0
131,1,3500.0,30,10,0
818,1,15000.0,40,7,0
69,1,2500.0,30,1,0
6,0,12000.0,49,7,0
103,1,5000.0,61,2,0
30,1,3000.0,61,2,0
27,0,4000.0,80,0,0
9,0,1600.0,30,0,0
17,0,15000.0,36,5,0
28,1,500.0,22,5,0
79,0,7500.0,46,1,0
49,1,2500.0,20,2,0
19,1,500.0,31,1,0
25,1,3000.0,63,1,0
88,1,2500.0,30,1,0
29,1,2200.0,21,1,0
22,1,1000.0,91,0,0
43,1,600.0,91,3,0
5,0,1000.0,30,0,0
46,0,10000.0,32,5,0
106,0,24500.0,23,10,0
4,0,10000.0,46,1,0
79,1,4800.0,38,4,0
150,1,3300.0,30,10,0
0,0,6000.0,38,3,0
0,0,500.0,30,4,0
3,0,2750.0,40,2,0
5,0,3500.0,91,8,0
12,0,3000.0,30,10,0
0,0,10000.0,30,4,0
45,1,2000.0,30,0,0
9,0,18500.0,42,7,0
2,0,6000.0,91,51,0
75,1,3500.0,30,4,0
1,0,1000.0,30,10,0
9,0,975.0,30,1,0
5,0,2000.0,91,0,0
0,0,10000.0,81,38,0
0,0,25000.0,30,1,0
7,1,300.0,8,0,0
1,0,10000.0,60,1,0
18,1,1300.0,30,3,0
67,1,4000.0,30,35,0
46,0,1500.0,91,59,0
40,1,2500.0,30,0,0
8,0,10000.0,30,6,0
0,0,5000.0,79,40,0
4,0,12000.0,91,0,0
46,1,3100.0,30,3,0
72,0,3500.0,56,1,0
520,1,5000.0,30,20,0
58,1,2500.0,30,8,0
107,1,5000.0,31,15,0
17,1,1000.0,21,1,0
3,0,40000.0,30,2,0
11,0,375.0,30,5,0
1,0,10000.0,91,3,0
152,0,6001.0,30,21,0
109,1,4500.0,28,20,0
28,1,800.0,30,0,0
38,0,1500.0,91,17,0
100,1,10000.0,30,11,0
84,1,2500.0,35,3,0
130,1,8000.0,36,2,0
66,1,1001.0,91,21,0
217,1,20000.0,41,29,0
16,1,300.0,30,27,0
6,0,1200.0,61,3,0
9,0,10000.0,30,28,0
155,0,7500.0,30,0,0
36,1,1500.0,30,8,0
97,0,9100.0,18,41,0
584,1,18000.0,52,61,0
1,0,1500.0,30,30,0
164,1,15000.0,30,1,0
0,0,10000.0,91,0,0
69,1,3000.0,31,1,0
6,1,150.0,21,2,0
39,0,3500.0,30,1,0
0,0,8000.0,30,1,0
0,0,30000.0,30,0,0
22,0,2400.0,30,0,0
7,0,7500.0,90,0,0
86,1,5000.0,21,0,0
35,0,2000.0,30,20,0
16,1,350.0,11,0,0
437,1,20000.0,30,7,0
0,0,25000.0,90,0,0
0,0,1000.0,91,0,0
163,1,10000.0,30,1,0
5,0,5000.0,46,10,0
26,0,3000.0,15,5,0
187,0,10000.0,30,0,0
21,0,10000.0,30,13,0
7,0,57000.0,30,6,0
65,1,3700.0,38,6,0
14,0,11000.0,13,11,0
168,0,15000.0,27,15,0
36,1,2000.0,30,3,0
0,0,1700.0,40,2,0
3,0,3500.0,40,0,0
14,0,4000.0,61,0,0
43,0,6500.0,46,13,0
5,0,19453.5,31,6,0
30,0,12000.0,45,13,0
2,0,5500.0,33,35,0
75,0,5000.0,28,3,0
4,0,10000.0,30,0,0
48,0,1000.0,23,0,0
16,0,5000.0,30,2,0
35,1,5000.0,91,1,0
2,0,32000.0,43,9,0
10,1,300.0,18,0,0
29,1,333.33,18,0,0
44,1,2000.0,30,10,0
161,1,5500.0,91,61,0
34,0,4500.0,45,20,0
0,0,5000.0,30,0,0
40,0,10000.0,62,4,0
21,1,500.0,30,28,0
40,0,1500.0,12,2,0
365,1,10000.0,30,2,0
1,0,5000.0,30,0,0
158,1,5000.0,61,2,0
72,1,7500.0,30,6,0
4,0,4500.0,30,1,0
59,0,13000.0,45,6,0
7,0,20000.0,30,0,0
147,1,20000.0,61,1,0
24,0,1500.0,81,16,0
175,1,8500.0,63,0,0
57,1,2000.0,45,1,0
17,1,500.0,30,1,0
0,0,400.0,30,0,0
3,0,1000.0,40,4,0
0,0,7000.0,66,0,0
36,0,5000.0,47,20,0
31,0,850.0,31,1,0
0,0,5500.0,30,1,0
122,0,4500.0,40,3,0
13,0,6500.0,40,17,0
179,1,8000.0,30,0,0
62,0,7000.0,30,1,0
27,1,500.0,36,1,0
3,0,50000.0,61,0,0
74,1,6000.0,34,18,0
33,1,400.0,10,0,0
13,0,300.0,30,8,0
34,1,3000.0,30,9,0
3,0,5000.0,40,0,0
13,1,1750.0,45,85,0
247,0,20000.0,30,11,0
55,0,20000.0,30,3,0
28,1,2500.0,30,1,0
28,0,1500.0,30,4,0
34,0,5000.0,91,9,0
45,1,2000.0,30,0,0
7,0,500.0,30,0,0
8,1,100.0,13,3,0
29,1,1000.0,30,0,0
22,1,1000.0,30,1,0
3,0,1500.0,45,2,0
3,0,1000.0,30,19,0
120,0,6000.0,30,20,0
12,0,1500.0,36,4,0
80,1,3500.0,61,0,0
15,1,2500.0,30,1,0
1,0,25000.0,45,1,0
56,0,1200.0,16,11,0
34,1,3000.0,42,11,0
270,1,50000.0,91,17,0
68,1,3000.0,20,7,0
33,0,4500.0,40,6,0
30,0,2500.0,30,3,0
81,1,4000.0,35,4,0
70,1,5600.0,33,5,0
0,0,999.0,52,0,0
59,1,1.0,40,8,0
205,1,8000.0,61,6,0
36,1,2500.0,21,6,0
0,0,500.0,30,8,0
219,1,15000.0,30,6,0
0,0,300.0,91,0,0
116,0,8000.0,21,9,0
25,1,2000.0,86,2,0
181,0,5000.0,30,9,0
0,0,200.0,30,0,0
9,0,66600.0,91,3,0
1,0,9800.0,89,8,0
27,1,2000.0,45,0,0
28,1,6000.0,40,1,0
27,0,3500.0,35,33,0
59,0,5000.0,33,17,0
1,0,3000.0,61,1,0
1,0,4200.0,65,10,0
94,1,8000.0,53,2,0
10,0,2250.0,51,0,0
81,1,1000.0,21,15,0
0,0,1500.0,40,0,0
46,1,3000.0,61,43,0
2,0,8500.0,26,29,0
0,0,15000.0,40,1,0
16,1,550.0,13,2,0
119,0,12000.0,30,3,0
52,0,5000.0,69,1,0
29,1,2000.0,14,26,0
10,0,25000.0,36,0,0
53,1,2200.0,30,13,0
51,1,4000.0,40,4,0
31,0,6000.0,30,2,0
123,1,18000.0,45,1,0
42,1,4000.0,61,0,0
71,1,2100.0,30,7,0
12,0,12000.0,30,19,0
2,0,2500.0,56,1,0
7,0,1900.0,29,0,0
94,1,12000.0,44,4,0
4,0,1000.0,31,2,0
3,0,300.0,20,0,0
0,0,3500.0,45,0,0
1,0,20000.0,30,4,0
47,1,5000.0,20,8,0
7,1,250.0,29,0,0
443,1,15000.0,30,8,0
27,1,500.0,30,4,0
62,1,3000.0,22,10,0
113,0,10000.0,30,42,0
28,0,5000.0,30,0,0
6,1,650.0,61,0,0
21,0,2200.0,28,0,0
61,1,3450.0,31,8,0
59,1,3250.0,91,90,0
10,0,50000.0,32,21,0
20,0,3800.0,43,5,0
76,1,6000.0,29,1,0
33,0,5000.0,91,3,0
1,0,17000.0,45,1,0
2,0,1800.0,30,6,0
218,1,7800.0,51,11,0
107,0,15000.0,51,6,0
1,0,4400.0,30,1,0
17,0,3000.0,45,10,0
44,1,1000.0,30,10,0
5,0,38000.0,35,0,0
60,1,2750.0,40,0,0
6,0,50000.0,30,0,0
0,0,1000.0,22,1,0
38,0,3500.0,45,1,0
37,0,4000.0,61,0,0
10,0,1200.0,30,6,0
177,0,30000.0,63,6,0
5,0,2500.0,91,0,0
36,0,10000.0,30,33,0
68,0,9000.0,53,13,0
30,1,1500.0,61,1,0
67,1,6000.0,30,35,0
39,1,1500.0,30,1,0
31,0,1000.0,30,1,0
177,1,25000.0,23,3,0
2,0,9000.0,59,13,0
53,1,5000.0,61,5,0
177,0,25000.0,91,0,0
23,0,900.0,30,2,0
185,1,15000.0,30,9,0
17,0,1300.0,37,8,0
3,0,3000.0,52,0,0
1,0,11000.0,44,0,0
199,1,15000.0,23,1,0
33,0,4000.0,45,0,0
17,0,1000.0,30,22,0
1,0,400000.0,90,1,0
1,0,300.0,45,1,0
15,0,2500.0,66,1,0
48,1,1500.0,30,6,0
1,0,1000.0,45,0,0
3,0,17500.0,35,32,0
0,0,5000.0,30,16,0
26,0,2500.0,30,0,0
126,1,5000.0,45,0,0
21,1,325.0,45,1,0
50,0,3500.0,34,2,0
56,1,4000.0,38,3,0
0,0,5000.0,30,0,0
30,1,500.0,30,0,0
2,0,1000.0,61,0,0
23,0,7500.0,30,22,0
29,0,1500.0,31,12,0
0,0,2900.0,45,2,0
48,1,2885.0,36,9,0
184,1,7500.0,30,1,0
1,0,12000.0,91,1,0
5,0,10000.0,91,1,0
19,1,1000.0,30,2,0
82,1,4000.0,91,2,0
102,1,25000.0,32,5,0
2,0,5700.0,61,7,0
28,0,4000.0,51,2,0
74,0,20000.0,91,0,0
265,1,15000.0,30,23,0
58,1,3000.0,30,6,0
23,0,800.0,61,2,0
1,0,10000.0,30,1,0
52,1,2000.0,30,10,0
63,0,4000.0,30,1,0
46,1,1500.0,30,25,0
27,1,1000.0,15,0,0
44,0,5000.0,45,19,0
15,1,200.0,50,11,0
44,0,7500.0,56,3,0
110,1,5000.0,45,0,0
34,0,2000.0,45,0,0
79,1,2500.0,32,0,0
27,1,1500.0,30,2,0
23,0,850.0,18,2,0
34,1,2000.0,30,21,0
39,1,2500.0,17,6,0
76,1,2600.0,45,1,0
91,0,5000.0,30,0,0
9,0,300.0,30,41,0
14,0,500.0,91,0,0
0,0,2000.0,30,0,0
125,0,10000.0,30,6,0
36,1,2500.0,40,4,0
1,0,7200.0,30,0,0
0,0,330.0,30,8,0
327,1,22500.0,31,62,0
22,1,300.0,61,1,0
18,0,500.0,25,13,0
0,0,500.0,30,0,0
7,0,300.0,24,5,0
2,0,1000.0,30,0,0
15,1,500.0,30,0,0
5,0,9000.0,30,0,0
0,0,25000.0,30,2,0
9,0,20000.0,30,10,0
2,0,12000.0,30,18,0
64,0,4300.0,30,1,0
37,0,3000.0,30,0,0
0,0,5000.0,35,3,0
65,1,5000.0,33,3,0
96,1,3000.0,40,15,0
23,0,2000.0,45,29,0
0,0,600.0,30,0,0
68,1,4000.0,45,7,0
3,0,4000.0,32,2,0
18,1,500.0,30,12,0
25,1,1000.0,30,3,0
2,0,5400.0,30,0,0
379,1,6500.0,61,4,0
64,0,16500.0,30,0,0
40,1,1000.0,30,1,0
0,0,10000.0,30,1,0
73,0,1500.0,30,1,0
5,0,10000.0,61,3,0
61,0,4500.0,44,3,0
27,1,250.0,16,0,0
17,1,2500.0,31,4,0
0,0,2500.0,30,1,0
1,0,650.0,91,0,0
124,1,3000.0,30,4,0
87,1,5000.0,26,1,0
1,0,10000.0,91,3,0
1674,1,5000.0,31,3,0
82,0,10000.0,35,0,0
53,0,3000.0,91,10,0
18,1,8000.0,35,0,0
35,1,7000.0,45,8,0
21,1,5000.0,32,0,0
101,1,5000.0,40,1,0
19,1,1000.0,61,0,0
4,0,2225.0,30,13,0
71,0,6500.0,90,15,0
21,0,4000.0,30,0,0
18,0,5000.0,30,3,0
38,1,1000.0,10,5,0
124,0,7500.0,58,2,0
263,1,12000.0,36,17,0
0,0,3200.0,30,22,0
15,0,2500.0,46,8,0
59,0,5000.0,56,5,0
1,0,4000.0,35,13,0
30,0,40000.0,30,1,0
22,1,500.0,30,10,0
34,1,3000.0,44,1,0
5,0,4000.0,35,1,0
15,0,1000.0,30,3,0
5,0,12000.0,61,1,0
18,0,15000.0,50,0,0
26,0,1200.0,30,6,0
0,0,3577.0,45,0,0
12,0,3000.0,61,7,0
8,0,2100.0,11,0,0
8,0,1500.0,30,1,0
58,1,3000.0,30,7,0
25,1,700.0,30,9,0
95,1,1000.0,30,14,0
301,1,12500.0,61,9,0
24,1,500.0,21,5,0
155,1,5000.0,45,1,0
61,1,2300.0,51,13,0
12,0,1000.0,30,17,0
24,0,5000.0,30,3,0
17,0,5000.0,45,9,0
14,0,15000.0,45,0,0
11,0,700.0,30,10,0
0,0,1520.0,30,0,0
72,1,4000.0,30,1,0
64,1,4000.0,30,2,0
111,1,2500.0,30,6,0
4,0,7500.0,30,3,0
0,0,5000.0,30,0,0
55,0,100000.0,30,4,0
1,0,2200.0,61,1,0
9,0,350.0,30,6,0
87,0,5000.0,30,12,0
233,1,17500.0,30,45,0
4,0,2000.0,30,0,0
20,1,800.0,21,0,0
101,1,5000.0,28,20,0
38,0,3500.0,45,12,0
2,0,5000.0,30,2,0
4,0,400.0,62,0,0
38,1,1500.0,50,0,0
57,0,3000.0,62,2,0
14,0,1500.0,30,1,0
29,1,2500.0,30,43,0
0,0,1500.0,35,43,0
42,1,1700.0,61,8,0
71,1,5000.0,61,2,0
79,0,1750.0,35,21,0
135,1,5000.0,30,13,0
2052,1,7000.0,45,5,0
67,0,7000.0,30,0,0
23,0,1600.0,30,6,0
141,1,7000.0,30,1,0
21,0,2000.0,30,0,0
1,0,12000.0,64,0,0
15,1,500.0,30,5,0
22,0,1500.0,35,3,0
54,1,800.0,23,3,0
2,0,6500.0,27,0,0
3,0,1000.0,30,48,0
7,0,1000.0,25,1,0
86,1,3000.0,30,27,0
7,0,8000.0,42,1,0
4,0,5000.0,45,0,0
12,0,500.0,44,1,0
95,0,5000.0,31,11,0
66,1,2500.0,30,7,0
3,0,500.0,46,5,0
16,1,800.0,15,1,0
5,0,2000.0,91,36,0
81,1,2000.0,30,15,0
66,0,8400.0,30,3,0
10,0,750.0,30,1,0
21,0,5000.0,42,7,0
164,1,2000.0,30,1,0
47,1,2000.0,30,13,0
108,0,9000.0,45,34,0
29,0,700.0,45,21,0
22,0,10000.0,45,4,0
28,1,2500.0,40,3,0
25,0,2200.0,35,3,0
25,1,700.0,35,30,0
26,0,5000.0,21,25,0
7,1,700.0,30,0,0
0,0,9600.0,43,7,0
34,1,4000.0,45,3,0
51,1,3000.0,30,11,0
19,1,600.0,16,0,0
227,1,25000.0,30,23,0
10,0,800.0,45,1,0
15,0,500.0,30,0,0
150,0,10000.0,47,10,0
8,0,750.0,45,20,0
13,1,300.0,20,1,0
8,1,500.0,30,13,0
0,0,4500.0,38,0,0
0,0,1700.0,20,3,0
73,0,5000.0,40,21,0
90,1,7500.0,30,6,0
6,0,2000.0,18,2,0
30,1,1500.0,30,5,0
19,1,500.0,30,12,0
10,0,300.0,23,0,0
94,1,1500.0,30,28,0
7,0,1500.0,31,8,0
9,0,8570.0,30,1,0
34,0,6000.0,32,1,0
31,0,15000.0,30,2,0
13,0,5000.0,91,29,0
0,0,2000.0,30,0,0
518,1,50000.0,91,25,0
1,0,2000.0,61,6,0
89,1,8000.0,30,3,0
25,0,500.0,30,1,0
58,1,2000.0,33,2,0
65,1,7500.0,30,1,0
38,1,2300.0,27,0,0
31,1,1500.0,40,33,0
2,0,1000.0,33,0,0
5,0,600.0,40,8,0
3,0,1700.0,30,48,0
155,1,1500.0,31,0,0
2,0,2500.0,43,0,0
7,0,1100.0,30,0,0
35,0,15000.0,60,15,0
14,0,1000.0,18,0,0
1,0,1500.0,30,21,0
1,0,15000.0,45,0,0
7,0,1500.0,60,1,0
1,0,2500.0,60,5,0
10,0,5000.0,45,5,0
6,0,600.0,25,6,0
3,0,1000.0,30,0,0
24,1,1025.0,60,11,0
91,0,6000.0,30,2,0
90,1,5434.0,30,4,0
8,0,40000.0,60,21,0
6,0,60000.0,60,1,0
64,0,18000.0,37,6,0
46,1,1000.0,30,1,0
19,0,1000.0,31,12,0
21,0,1500.0,35,5,0
33,1,2000.0,30,1,0
62,1,3500.0,40,1,0
4,0,6000.0,40,26,0
131,1,8000.0,45,0,0
61,0,3210.0,17,1,0
25,0,1500.0,45,1,0
90,1,3000.0,40,26,0
2,0,4500.0,45,8,0
365,1,10000.0,30,3,0
21,0,1500.0,30,1,0
130,1,3000.0,49,0,0
1,0,58000.0,35,4,0
106,1,12000.0,60,10,0
0,0,6000.0,30,1,0
183,1,12000.0,51,3,0
3,0,500.0,19,2,0
66,0,5500.0,40,5,0
117,1,6500.0,27,0,0
10,0,2250.0,14,0,0
87,0,24999.0,45,8,0
24,0,6000.0,43,0,0
137,1,10000.0,58,0,0
23,1,1000.0,40,0,0
13,0,2000.0,46,2,0
135,1,6000.0,77,6,0
32,0,2500.0,45,7,0
21,0,1000.0,30,3,0
15,0,5000.0,30,39,0
6,0,2000.0,60,15,0
95,0,6600.0,30,27,0
46,1,8000.0,30,14,0
0,0,2000.0,30,3,0
5,0,300000.0,91,70,0
94,1,5000.0,54,49,0
62,1,3000.0,50,8,0
52,0,5000.0,61,3,0
26,1,3000.0,34,3,0
28,1,1000.0,15,5,0
57,1,2000.0,22,2,0
12,0,2000.0,45,1,0
3,0,28000.0,30,4,0
42,1,500.0,54,1,0
1,0,15000.0,60,6,0
8,0,20000.0,60,6,0
26,1,1500.0,30,0,0
0,0,4000.0,30,0,0
0,0,100000.0,59,3,0
23,0,1000.0,30,4,0
26,1,1000.0,28,22,0
89,0,3300.0,30,13,0
107,1,4500.0,28,14,0
5,1,350.0,53,5,0
47,0,2500.0,35,1,0
39,1,900.0,15,0,0
15,1,500.0,30,11,0
15,0,5000.0,15,11,0
72,1,5858.0,32,21,0
39,1,2000.0,50,0,0
135,1,1500.0,30,3,0
6,0,1200.0,22,0,0
17,0,3000.0,58,0,0
6,0,4892.0,52,1,0
3,0,625.0,40,0,0
47,1,2000.0,37,18,0
14,0,9000.0,49,1,0
202,1,18000.0,20,11,0
76,1,4000.0,40,6,0
39,1,3000.0,30,0,0
94,1,3500.0,40,1,0
24,0,11111.11,61,1,0
31,0,2000.0,62,8,0
58,1,1000.0,30,19,0
2,0,5000.0,60,1,0
49,0,3000.0,23,22,0
216,1,25000.0,30,13,0
126,1,10000.0,30,33,0
48,1,2000.0,45,12,0
2,0,5000.0,30,0,0
65,0,5500.0,69,0,0
4,0,4000.0,46,0,0
16,0,2500.0,36,13,0
29,0,2000.0,41,0,0
6,0,10000.0,30,1,0
23,0,1000.0,43,7,0
61,1,5000.0,46,2,0
50,0,5000.0,27,1,0
29,1,2250.0,44,19,0
5,0,499.0,47,3,0
14,1,500.0,50,0,0
64,1,2500.0,37,15,0
1,0,12000.0,30,5,0
0,0,4000.0,30,12,0
2,0,5000.0,41,1,0
11,1,100.0,43,1,0
86,0,10000.0,60,1,0
41,0,5000.0,30,0,0
9,0,5000.0,31,0,0
18,0,2200.0,59,0,0
3,0,500.0,51,12,0
14,0,2800.0,41,20,0
37,1,1200.0,21,2,0
232,1,15000.0,34,34,0
3,0,3500.0,83,0,0
35,0,5000.0,38,9,0
2,0,3000.0,29,0,0
65,1,5500.0,45,25,0
37,0,2500.0,15,11,0
21,0,1000.0,49,0,0
32,0,2000.0,38,10,0
3,0,4500.0,51,4,0
6,0,50000.0,32,40,0
9,0,2500.0,30,7,0
15,0,2200.0,38,1,0
1,0,2000.0,30,2,0
117,1,10000.0,62,1,0
36,0,2500.0,30,10,0
80,1,10000.0,66,35,0
94,0,20000.0,30,8,0
10,0,5464.0,67,0,0
28,0,4200.0,30,13,0
2,0,10000.0,74,0,0
248,0,35000.0,45,2,0
2,0,4000.0,60,0,0
47,0,15000.0,60,7,0
0,0,100.0,10,0,0
45,1,6000.0,30,6,0
55,1,4500.0,30,34,0
10,0,1500.0,30,26,0
9,0,3000.0,30,21,0
23,1,1500.0,35,0,0
66,0,1500.0,30,11,0
67,1,725.0,45,24,0
0,0,1500.0,30,0,0
3,0,4600.0,45,0,0
21,1,500.0,30,0,0
0,0,8000.0,76,0,0
81,1,5000.0,60,3,0
146,1,15000.0,45,43,0
7,0,1500.0,35,1,0
28,1,2000.0,35,11,0
16,0,15000.0,30,1,0
8,0,3000.0,25,0,0
27,1,1200.0,21,0,0
5,0,4000.0,32,16,0
21,0,5000.0,46,2,0
51,1,1100.0,20,8,0
9,0,1750.0,60,5,0
37,1,1000.0,78,22,0
109,1,12650.0,72,59,0
0,0,10000.0,47,0,0
1,0,45000.0,45,0,0
5,0,3000.0,30,0,0
3915,1,10000.0,30,3,0
30,1,400.0,21,0,0
25,1,1500.0,30,1,0
65,1,4000.0,60,27,0
0,0,4000.0,30,1,0
49,0,2500.0,45,10,0
20,0,2000.0,91,29,0
10,1,500.0,16,0,0
3,0,2000.0,30,0,0
79,1,5000.0,30,1,0
7,0,1600.0,30,0,0
6,0,8000.0,38,13,0
16,1,800.0,30,4,0
9,0,1500.0,30,52,0
101,1,2500.0,30,0,0
208,1,20000.0,30,1,0
3,0,300.0,60,18,0
1,0,3600.0,42,0,0
0,0,600.0,6,0,0
13,0,20000.0,39,20,0
30,0,9500.0,30,2,0
1,0,1500.0,30,1,0
2,0,1000.0,30,1,0
20,1,2500.0,30,1,0
5,0,700.0,30,0,0
0,0,1000.0,14,5,0
7,0,3500.0,30,1,0
19,0,1000.0,30,16,0
0,0,900.0,30,1,0
35,0,1200.0,36,2,0
70,0,30000.0,15,1,0
740,1,37500.0,45,16,0
134,1,10000.0,22,2,0
52,0,5000.0,30,20,0
62,0,3500.0,37,14,0
52,1,3500.0,30,47,0
29,0,2300.0,34,0,0
221,1,3500.0,30,1,0
32,0,3000.0,30,9,0
59,0,2500.0,60,11,0
2,0,2000.0,60,0,0
82,1,9000.0,60,35,0
3,0,7000.0,40,29,0
9,0,500.0,30,5,0
49,1,2200.0,30,0,0
25,0,4000.0,32,1,0
25,1,550.0,26,18,0
26,0,3000.0,60,21,0
17,1,350.0,48,17,0
94,0,25000.0,45,6,0
16,0,800.0,30,7,0
35,1,2000.0,30,48,0
46,1,3500.0,60,29,0
23,0,5000.0,30,3,0
1,0,3500.0,30,1,0
20,1,100.0,30,2,0
4,0,1000.0,30,7,0
13,0,30000.0,60,2,0
3,0,1000.0,60,0,0
19,0,2000.0,33,4,0
15,0,3500.0,27,6,0
0,0,6300.0,60,1,0
185,1,6000.0,30,0,0
111,0,5500.0,35,2,0
35,0,1000.0,22,0,0
20,1,500.0,24,9,0
21,0,7500.0,45,12,0
23,0,10000.0,33,6,0
24,1,2000.0,30,19,0
26,1,1500.0,34,5,0
89,1,180.0,28,4,0
89,1,5000.0,60,0,0
34,1,2500.0,30,3,0
48,0,5000.0,45,0,0
1,0,1500.0,30,0,0
153,0,12000.0,91,0,0
20,0,300.0,30,0,0
78,0,3500.0,30,0,0
48,0,5500.0,46,0,0
32,0,5000.0,45,0,0
16,0,5000.0,62,1,0
0,0,1000.0,30,1,0
1,0,750.0,39,0,0
168,0,7800.0,15,2,0
11,1,1300.0,22,3,0
42,1,2000.0,61,4,0
1110,1,25000.0,36,5,0
4,0,200000.0,45,6,0
32,0,2900.0,60,8,0
28,0,55000.0,54,1,0
6,0,1250.0,40,2,0
706,1,60000.0,41,24,0
81,1,5000.0,63,3,0
20,0,2000.0,30,24,0
16,0,2500.0,91,2,0
18,0,3500.0,60,0,0
874,1,80000.0,60,7,0
121,1,8000.0,30,13,0
167,1,4300.0,35,7,0
2416,1,48500.0,60,0,0
29,0,25000.0,60,14,0
34,1,1700.0,40,28,0
1300,1,15000.0,30,6,0
4,0,5000.0,50,2,0
23,1,1000.0,15,10,0
1,0,2500.0,45,4,0
131,1,4000.0,31,4,0
32,1,800.0,20,0,0
2,0,2000.0,40,16,0
114,1,5000.0,35,10,0
33,1,500.0,12,0,0
1,0,2500.0,45,0,0
17,0,8500.0,62,12,0
5,0,3500.0,45,1,0
64,1,5000.0,40,11,0
9,0,3000.0,76,0,0
1,0,1000.0,60,23,0
207,1,28000.0,30,3,0
0,0,19900.0,30,5,0
26,1,500.0,30,2,0
17,0,5000.0,91,41,0
68,0,30000.0,76,14,0
45,1,4000.0,35,34,0
29,0,2000.0,30,0,0
8,0,2000.0,30,7,0
34,0,10000.0,91,2,0
10,0,30000.0,30,28,0
0,0,500.0,40,1,0
13,0,500.0,30,1,0
455,1,7000.0,35,1,0
30,1,2000.0,91,0,0
103,1,3500.0,21,2,0
21,0,25000.0,30,15,0
6,0,1500.0,60,29,0
63,0,10000.0,91,1,0
48,1,1600.0,30,1,0
269,1,5900.0,30,12,0
23,0,1600.0,15,0,0
8,0,15000.0,60,24,0
1,0,4000.0,30,7,0
118,1,9500.0,30,7,0
351,1,5500.0,25,2,0
6,0,18000.0,40,11,0
111,1,5000.0,30,8,0
32,0,4000.0,16,2,0
140,1,8888.0,27,1,0
40,0,12500.0,30,1,0
62,1,5000.0,21,21,0
9,0,200.0,30,7,0
6,0,5000.0,30,40,0
40,0,8500.0,30,1,0
28,1,500.0,65,5,0
7,0,1750.0,60,9,0
508,1,20000.0,30,15,0
121,1,10000.0,30,12,0
15,1,600.0,47,0,0
3,0,10000.0,30,8,0
53,1,10000.0,30,1,0
0,0,6000.0,45,0,0
90,1,5000.0,91,0,0
42,1,870.0,20,1,0
474,1,10000.0,30,5,0
3,0,5300.0,50,8,0
66,0,7500.0,30,1,0
55,0,4000.0,30,14,0
10,0,1500.0,30,21,0
1,0,10000.0,30,3,0
1,0,6000.0,30,4,0
65,1,1600.0,30,9,0
22,0,10000.0,30,15,0
53,1,2700.0,30,18,0
12,0,10000.0,30,1,0
36,1,1500.0,60,8,0
22,0,8500.0,80,1,0
1,0,1500.0,30,1,0
0,0,10000.0,30,0,0
65,0,3600.0,30,2,0
41,0,2000.0,91,3,0
3,0,1400.0,30,12,0
10,0,5000.0,16,1,0
0,0,9500.0,30,0,0
56,1,1600.0,60,8,0
0,0,3500.0,45,1,0
149,1,7200.0,50,3,0
5,0,1000.0,52,0,0
19,1,700.0,30,0,0
24,1,750.0,21,1,0
